museum,number,Genus,species,mass,wing,bill,tarsus,photo,age,5bar,growth,latitude,longitude,Elevation,Locality string,country,state,Sex,Day,Month,Year
LSUMZ,140449,Thraupis,episcopus,,,,,,,1.46,2.92,NA,NA,,NA,NA,NA,,,,
LSUMZ,170573,Thraupis,episcopus,,,,,,,1.44,2.88,NA,NA,,NA,NA,NA,,,,
LSUMZ,170574,Thraupis,episcopus,,,,,,,1.44,2.88,NA,NA,,NA,NA,NA,,,,
LSUMZ,178866,Thraupis,episcopus,,,,,,,1.44,2.88,NA,NA,,NA,NA,NA,,,,
LSUMZ,100317,Thraupis,episcopus,,,,,,,1.42,2.84,NA,NA,,NA,NA,NA,,,,
LSUMZ,170575,Thraupis,episcopus,,,,,,,1.41,2.82,NA,NA,,NA,NA,NA,,,,
LSUMZ,24155,Thraupis,episcopus,,,,,,,1.4,2.8,NA,NA,,NA,NA,NA,,,,
LSUMZ,49048,Thraupis,episcopus,,,,,,,1.4,2.8,NA,NA,,NA,NA,NA,,,,
LSUMZ,12679,Thraupis,episcopus,,,,,,,1.39,2.78,NA,NA,,NA,NA,NA,,,,
LSUMZ,24912,Thraupis,episcopus,,,,,,,1.39,2.78,NA,NA,,NA,NA,NA,,,,
LSUMZ,68716,Thraupis,episcopus,,,,,,,1.38,2.76,NA,NA,,NA,NA,NA,,,,
LSUMZ,66858,Thraupis,episcopus,,,,,,,1.38,2.76,NA,NA,,NA,NA,NA,,,,
LSUMZ,49051,Thraupis,episcopus,,,,,,,1.37,2.74,NA,NA,,NA,NA,NA,,,,
LSUMZ,12680,Thraupis,episcopus,,,,,,,1.36,2.72,NA,NA,,NA,NA,NA,,,,
LSUMZ,2777,Thraupis,episcopus,,,,,,,1.35,2.7,NA,NA,,NA,NA,NA,,,,
LSUMZ,42077,Thraupis,episcopus,,,,,,,1.34,2.68,NA,NA,,NA,NA,NA,,,,
LSUMZ,35064,Thraupis,episcopus,,,,,,,1.32,2.64,NA,NA,,NA,NA,NA,,,,
LSUMZ,49049,Thraupis,episcopus,,,,,,,1.32,2.64,NA,NA,,NA,NA,NA,,,,
LSUMZ,167825,Thraupis,episcopus,,,,,,,1.29,2.58,NA,NA,,NA,NA,NA,,,,
LSUMZ,68708,Thraupis,episcopus,,,,,,,1.27,2.54,NA,NA,,NA,NA,NA,,,,
LSUMZ,33937,Thraupis,episcopus,,,,,,,1.27,2.54,NA,NA,,NA,NA,NA,,,,
LSUMZ,66856,Thraupis,episcopus,,,,,,,1.26,2.52,NA,NA,,NA,NA,NA,,,,
LSUMZ,12682,Thraupis,episcopus,,,,,,,1.25,2.5,NA,NA,,NA,NA,NA,,,,
LSUMZ,12681,Thraupis,episcopus,,,,,,,1.23,2.46,NA,NA,,NA,NA,NA,,,,
LSUMZ,23099,Thraupis,episcopus,,,,,,,1.23,2.46,NA,NA,,NA,NA,NA,,,,
LSUMZ,30836,Thraupis,episcopus,,,,,,,1.23,2.46,NA,NA,,NA,NA,NA,,,,
LSUMZ,49052,Thraupis,episcopus,,,,,,,1.23,2.46,NA,NA,,NA,NA,NA,,,,
LSUMZ,66851,Thraupis,episcopus,,,,,,,1.2,2.4,NA,NA,,NA,NA,NA,,,,
LSUMZ,49050,Thraupis,episcopus,,,,,,,1.14,2.28,NA,NA,,NA,NA,NA,,,,
LSUMZ,88958,Thraupis,episcopus,,,,,,,1.36,2.72,-4.466666667,-78.16666667,,Vicinity of Huampami on Rio Cenepa,Peru,Amazonas ,,,,
LSUMZ,69569,Thraupis,episcopus,,,,,,,1.46,2.92,-12.65,-73.73333333,,"Hda. Luisiana on Rio Apurimac, (12 39 S, 73 44 W)",Peru,Ayacucho ,,,,
LSUMZ,72846,Thraupis,episcopus,,,,,,,1.31,2.62,-9.150255556,-75.76878611,,Ca. 30 km NE Tingo Maria,Peru,Huanuco ,,,,
LSUMZ,62575,Thraupis,episcopus,,,,,,,1.39,2.78,-9.08,-75.82,,Tea Gardens S.A. in Cordillera Azul,Peru,Huanuco ,,,,
LSUMZ,173169,Thraupis,episcopus,,,,,,,1.43,2.86,-5.300811111,-76.25203889,,ca 3 km SE Jeberos,Peru,Loreto ,,,,
LSUMZ,120366,Thraupis,episcopus,,,,,,,1.33,2.66,-3.42,-72.5,,"Isla Pasto, Rio Amazonas opposite Aysana, ca. 80 km NE Iquitos",Peru,Loreto ,,,,
LSUMZ,110950,Thraupis,episcopus,,,,,,,1.46,2.92,-3,-73.33,,"Isla Ronsoco, Rio Napo opposite Libertad, 80 Km N Iquitos",Peru,Loreto ,,,,
LSUMZ,110949,Thraupis,episcopus,,,,,,,1.26,2.52,-3,-73.33,,"Isla Ronsoco, Rio Napo opposite Libertad, 80 Km N Iquitos",Peru,Loreto ,,,,
LSUMZ,27748,Thraupis,episcopus,,,,,,,1.33,2.66,-8.25,-74.72,,Yarinacocha,Peru,Loreto ,,,,
LSUMZ,79264,Thraupis,episcopus,,,,,,,1.33,2.66,-12.88577778,-70.05225556,,106 km W Puerto Maldonado on Rd. to Quincemil,Peru,Madre de Dios ,,,,
LSUMZ,86161,Thraupis,episcopus,,,,,,,1.4,2.8,-4.7,-79.87,,46 km (by rd.) SW Ayabaca on Rio Quir_z,Peru,Piura ,,,,
LSUMZ,35310,Thraupis,episcopus,,,,,,,1.39,2.78,-5.25,-80.67,,"Hacienda San Jacinto, near Catacaos",Peru,Piura ,,,,
LSUMZ,93336,Thraupis,episcopus,,,,,,,1.39,2.78,NA,NA,,"Quebrada Faical, E El Caucho, 24 Km SE Pampa de Hospital",Peru,Tumbes ,,,,
LSUMZ,28624,Thraupis,episcopus,,,,,,,1.39,2.78,-8.25,-74.72,,"Pucallpa, Yarinacocha",Peru,Ucayali ,,,,
LSUMZ,28628,Thraupis,episcopus,,,,,,,1.38,2.76,-8.25,-74.72,,"Pucallpa, Yarinacocha",Peru,Ucayali ,,,,
LSUMZ,31442,Thraupis,episcopus,,,,,,,1.55,3.1,-9.966666667,-70.96666667,,Rio Curanja,Peru,Ucayali ,,,,
LSUMZ,62582,Thraupis,episcopus,,,,,,,1.63,3.26,-10.10038056,-71.23366944,,"Rio Curanja, Balta",Peru,Ucayali ,,,,
LSUMZ,52433,Thraupis,episcopus,,,,,,,1.57,3.14,-10.10038056,-71.23366944,,"Rio Curanja, Balta",Peru,Ucayali ,,,,
LSUMZ,62578,Thraupis,episcopus,,,,,,,1.54,3.08,-10.10038056,-71.23366944,,"Rio Curanja, Balta",Peru,Ucayali ,,,,
LSUMZ,62580,Thraupis,episcopus,,,,,,,1.53,3.06,-10.10038056,-71.23366944,,"Rio Curanja, Balta",Peru,Ucayali ,,,,
LSUMZ,62579,Thraupis,episcopus,,,,,,,1.42,2.84,-10.10038056,-71.23366944,,"Rio Curanja, Balta",Peru,Ucayali ,,,,
LSUMZ,52435,Thraupis,episcopus,,,,,,,1.39,2.78,-10.10038056,-71.23366944,,"Rio Curanja, Balta",Peru,Ucayali ,,,,
LSUMZ,62581,Thraupis,episcopus,,,,,,,1.33,2.66,-10.10038056,-71.23366944,,"Rio Curanja, Balta",Peru,Ucayali ,,,,
LSUMZ,52434,Thraupis,episcopus,,,,,,,1.21,2.42,-10.10038056,-71.23366944,,"Rio Curanja, Balta",Peru,Ucayali ,,,,
LSUMZ,52432,Thraupis,episcopus,,,,,,,1.39,2.78,-8.25,-74.72,,Yarinacocha,Peru,Ucayali ,,,,
LSUMZ,859,Thraupis,episcopus,,,,,,,1.43,2.86,NA,NA,,Las Delicias,Venezuela,Aragua,,,,
LSUMZ,858,Thraupis,episcopus,,,,,,,1.4,2.8,NA,NA,,Tumero,Venezuela,Aragua,,,,
LSUMZ,65973,Tyrannus,melancholicus,,,,,x,u,1.87,3.74,,,,5 mi. SW Panzos,Alta Verapaz Dept.,Guatemala,M,13,Jan,1959
LSUMZ,65974,Tyrannus,melancholicus,,,,,x,u,1.74,3.48,,,,Sebol,Alta Verapaz Dept.,Guatemala,F,22,Jan,1963
LSUMZ,50986,Tyrannus,melancholicus,,,,,x,u,,0,,,,"Rio Negro, Tapurucuara",Amazonas,Brazil,M,23,Oct,1965
LSUMZ,50987,Tyrannus,melancholicus,,,,,x,u,,0,,,,"Rio Negro, Tapurucuara",Amazonas,Brazil,F,20,Oct,1965
LSUMZ,78724,Tyrannus,melancholicus,,,,,x,a,,0,,,,20 road km SW Chiriaco,Amazonas Dept.,Peru,M,18,Dec,1974
LSUMZ,64327,Tyrannus,melancholicus,,,,,,,,0,,,,4 km SW Chiriaco,Amazonas Dept.,Peru,M,17,Jul,1968
LSUMZ,65030,Tyrannus,melancholicus,,,,,,,,0,,,,8 km S Bagua Grande,Amazonas Dept.,Peru,F,26,Jul,1968
LSUMZ,75272,Tyrannus,melancholicus,,,,,x,j,,0,,,,"Bagua, Hda. Valor",Amazonas Dept.,Peru,M,14,Oct,1973
LSUMZ,34311,Tyrannus,melancholicus,,,,,x,u,,0,,,,"Roo Mara’±on, Urakusa",Amazonas Dept.,Peru,M,3,Aug,1964
LSUMZ,48839,Tyrannus,melancholicus,,,,,,,,0,,,,Roo Mara’±on; Urakusa,Amazonas Dept.,Peru,M,3,Aug,1964
LSUMZ,85078,Tyrannus,melancholicus,,,,,x,a,,0,,,,"Vicinity Huampami, Roo Cenepa",Amazonas Dept.,Peru,F,10,Aug,1977
LSUMZ,88337,Tyrannus,melancholicus,,,,,x,u,,0,,,,"Vicinity of Kuso on Roo Comaina, 4Îç27'S, 78Îç18'W",Amazonas Dept.,Peru,F,18,Aug,1978
LSUMZ,762,Tyrannus,melancholicus,,,,,x,u,1.77,3.54,,,,Las Delicias,Aragua,Venezuela,M,29,Aug,1937
LSUMZ,761,Tyrannus,melancholicus,,,,,x,u,1.44,2.88,,,,Las Delicias,Aragua,Venezuela,F,28,Feb,1937
LSUMZ,755,Tyrannus,melancholicus,,,,,x,u,1.77,3.54,,,,Maracay,Aragua,Venezuela,U,8,Nov,1937
LSUMZ,95046,Tyrannus,melancholicus,,,,,x,u,1.77,3.54,,,,"Laguna de los Micros, Puerto Arturo, 5 Km W Tela",Atlantida Dept.,Honduras,M,20,Aug,1979
LSUMZ,21161,Tyrannus,melancholicus,,,,,x,a,1.75,3.5,,,,"Turneffe, Calabash Cay",Belize District,Belize,M,10,Apr,1956
LSUMZ,21160,Tyrannus,melancholicus,,,,,x,u,1.51,3.02,,,,"Turneffe, Calabash Cay",Belize District,Belize,F,10,Apr,1956
LSUMZ,124348,Tyrannus,melancholicus,,,,,x,a,,0,,,,Prov. Gral. Ballivian; 3 km SW San Borja,Beni Dept.,Bolivia,M,8,Oct,1984
LSUMZ,124349,Tyrannus,melancholicus,,,,,,,,0,,,,Prov. Gral. Ballivian; 3 km SW San Borja,Beni Dept.,Bolivia,M,8,Oct,1984
LSUMZ,125880,Tyrannus,melancholicus,,,,,,,,0,,,,Prov. Gral. Ballivian; 3 km SW San Borja,Beni Dept.,Bolivia,M,13,Oct,1984
LSUMZ,125879,Tyrannus,melancholicus,,,,,,,,0,,,,"Prov. Gral. Ballivian; Serranoa Pilon, 27 km by road N Roo Quoquibey on road to San Borja",Beni Dept.,Bolivia,F,25,Sep,1984
LSUMZ,124350,Tyrannus,melancholicus,,,,,x,a,,0,,,,Prov. Moxos; 38 km by road W Trinidad,Beni Dept.,Bolivia,F,19,Oct,1984
LSUMZ,64328,Tyrannus,melancholicus,,,,,x,a,,0,,,,30 km E Chiclayo,Cajamarca Dept.,Peru,M,28,Jun,1968
LSUMZ,64329,Tyrannus,melancholicus,,,,,x,,,0,,,,30 km E Chiclayo,Cajamarca Dept.,Peru,F,28,Jun,1968
LSUMZ,170003,Tyrannus,melancholicus,,,,,x,a,,0,,,,"Las Juntas, junction roos Tabacona and Chinchipe",Cajamarca Dept.,Peru,F,10,Aug,1998
LSUMZ,30632,Tyrannus,melancholicus,,,,,x,u,1.42,2.84,,,,"Moravia de Chirripo, Hda. Moravia",Cartago Prov.,Costa Rica,M,21,Oct,1962
LSUMZ,32661,Tyrannus,melancholicus,,,,,,,1.55,3.1,,,,"Turrialba, IICA",Cartago Prov.,Costa Rica,M,4,Nov,1963
LSUMZ,31685,Tyrannus,melancholicus,,,,,,,,0,,,,"Turrialba, IICA",Cartago Prov.,Costa Rica,U,4,Dec,1962
LSUMZ,45647,Tyrannus,melancholicus,,,,,x,u,1.79,3.58,,,,El Timbio,Cauca Dept.,Colombia,F,15,May,1959
LSUMZ,38749,Tyrannus,melancholicus,,,,,x,u,1.62,3.24,,,,El Timbio,Cauca Dept.,Colombia,F,15,May,1959
LSUMZ,45648,Tyrannus,melancholicus,,,,,x,u,1.8,3.6,,,,Popayan,Cauca Dept.,Colombia,F,16,Sep,1959
LSUMZ,45649,Tyrannus,melancholicus,,,,,x,u,1.75,3.5,,,,Tambo,Cauca Dept.,Colombia,M,5,Jun,1959
LSUMZ,21162,Tyrannus,melancholicus,,,,,x,a,,0,,,,2 mi. S Augustine,Cayo District,Belize,M,20,Mar,1956
LSUMZ,167303,Tyrannus,melancholicus,,,,,x,a,1.74,3.48,,,,1 km by road N Ocozocoautla,Chiapas,Mexico,M,31,Dec,1972
LSUMZ,45639,Tyrannus,melancholicus,,,,,x,u,1.56,3.12,,,,6 mi. NE Tonala,Chiapas,Mexico,M,20,Mar,1959
LSUMZ,29582,Tyrannus,melancholicus,,,,,x,a,1.77,3.54,,,,12 mi. W Choluteca,Choluteca Dept.,Honduras,M,2,Oct,1962
LSUMZ,36255,Tyrannus,melancholicus,,,,,x,u,,0,,,,"Chapare, Chipiriri",Cochabamba Dept.,Bolivia,M,2,Dec,1962
LSUMZ,36254,Tyrannus,melancholicus,,,,,x,u,,0,,,,"Chapare, El Palmar",Cochabamba Dept.,Bolivia,F,20,Feb,1949
LSUMZ,36253,Tyrannus,melancholicus,,,,,x,u,,0,,,,"Chapare, Incachaca",Cochabamba Dept.,Bolivia,M,20,Apr,1955
LSUMZ,36249,Tyrannus,melancholicus,,,,,x,u,,0,,,,"Chapare, Villa Tunari",Cochabamba Dept.,Bolivia,F,20,Nov,1960
LSUMZ,36250,Tyrannus,melancholicus,,,,,x,u,,0,,,,"Chapare, Villa Tunari",Cochabamba Dept.,Bolivia,M,28,Nov,1960
LSUMZ,36251,Tyrannus,melancholicus,,,,,x,u,,0,,,,"Chapare, Villa Tunari",Cochabamba Dept.,Bolivia,M,29,Nov,1960
LSUMZ,36252,Tyrannus,melancholicus,,,,,x,u,,0,,,,"Chapare, Villa Tunari",Cochabamba Dept.,Bolivia,M,30,Nov,1960
LSUMZ,45636,Tyrannus,melancholicus,,,,,x,u,1.76,3.52,,,,1.5 mi. NE Cuauhtemoc,Colima,Mexico,F,16,May,1959
LSUMZ,45629,Tyrannus,melancholicus,,,,,x,u,1.74,3.48,,,,18 km SE Colima,Colima,Mexico,M,13,Jan,1959
LSUMZ,45630,Tyrannus,melancholicus,,,,,x,u,1.6,3.2,,,,18 km SE Colima,Colima,Mexico,M,13,Jan,1959
LSUMZ,45632,Tyrannus,melancholicus,,,,,x,u,2.09,4.18,,,,2 km E Coquimatlan,Colima,Mexico,M,15,Dec,1959
LSUMZ,45628,Tyrannus,melancholicus,,,,,x,u,1.95,3.9,,,,2 km S Colima,Colima,Mexico,M,14,Jan,1959
LSUMZ,45631,Tyrannus,melancholicus,,,,,x,u,1.42,2.84,,,,21 mi. E Colima at Roo Naranjo,Colima,Mexico,M,26,May,1959
LSUMZ,45634,Tyrannus,melancholicus,,,,,x,u,,0,,,,"Arroyo Chino, 7 km W Pueblo Juarez",Colima,Mexico,M,9,Oct,1958
LSUMZ,45635,Tyrannus,melancholicus,,,,,x,u,1.95,3.9,,,,"La Esperanza, 6 km E Pueblo Juarez",Colima,Mexico,M,8,Oct,1958
LSUMZ,45633,Tyrannus,melancholicus,,,,,x,u,1.55,3.1,,,,Pueblo Juarez,Colima,Mexico,F,8,Sep,1958
LSUMZ,56029,Tyrannus,melancholicus,,,,,,,,0,,,,"Cnia Garabo, Ea. Rincon de las Mercedes",Corrientes Prov.,Argentina,M,30,Mar,1962
LSUMZ,56030,Tyrannus,melancholicus,,,,,x,a,,0,,,,"Cnia Garabo, Ea. Rincon de las Mercedes",Corrientes Prov.,Argentina,M,31,Mar,1962
LSUMZ,56031,Tyrannus,melancholicus,,,,,x,a,,0,,,,"Cnia Garabo, Ea. Rincon de las Mercedes",Corrientes Prov.,Argentina,F,2,Apr,1962
LSUMZ,56032,Tyrannus,melancholicus,,,,,x,u,,0,,,,"Cnia Garabo, Ea. Rincon de las Mercedes",Corrientes Prov.,Argentina,F,2,Apr,1962
LSUMZ,56028,Tyrannus,melancholicus,,,,,,,,0,,,,"Cnia Garabato, Ea. Rincon del las Mercedes ",Corrientes Prov.,Argentina,M,26,Mar,1962
LSUMZ,56035,Tyrannus,melancholicus,,,,,x,a,,0,,,,"Ituzaingo, Ea. Puerto Valle",Corrientes Prov.,Argentina,F,19,Nov,1962
LSUMZ,56036,Tyrannus,melancholicus,,,,,x,a,,0,,,,"Ituzaingo, Ea. Puerto Valle",Corrientes Prov.,Argentina,F,29,Nov,1962
LSUMZ,56037,Tyrannus,melancholicus,,,,,x,a,,0,,,,"Ituzaingo, Ea. Puerto Valle",Corrientes Prov.,Argentina,F,29,Nov,1962
LSUMZ,56038,Tyrannus,melancholicus,,,,,x,a,,0,,,,"Ituzaingo, Ea. Puerto Valle",Corrientes Prov.,Argentina,M,3,Dec,1962
LSUMZ,56039,Tyrannus,melancholicus,,,,,x,a,,0,,,,"Ituzaingo, Ea. Puerto Valle",Corrientes Prov.,Argentina,F,11,Dec,1962
LSUMZ,56040,Tyrannus,melancholicus,,,,,x,u,,0,,,,"Ituzaingo, Ea. Puerto Valle",Corrientes Prov.,Argentina,F,29,Jan,1961
LSUMZ,56033,Tyrannus,melancholicus,,,,,x,a,,0,,,,"Ituzaningo, Ea. Puerto Valle",Corrientes Prov.,Argentina,M,8,Nov,1962
LSUMZ,56034,Tyrannus,melancholicus,,,,,x,a,,0,,,,"Ituzaningo, Ea. Puerto Valle",Corrientes Prov.,Argentina,M,15,Nov,1962
LSUMZ,55983,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,F,21,Nov,1961
LSUMZ,55984,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,M,22,Nov,1961
LSUMZ,55985,Tyrannus,melancholicus,,,,,x,u,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,F,23,Nov,1961
LSUMZ,55986,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,F,23,Nov,1961
LSUMZ,55987,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,M,23,Nov,1961
LSUMZ,55988,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,F,24,Nov,1961
LSUMZ,55989,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,F,24,Nov,1961
LSUMZ,55990,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,F,24,Nov,1961
LSUMZ,55991,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,F,24,Nov,1961
LSUMZ,55992,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,M,25,Nov,1961
LSUMZ,55993,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,F,25,Nov,1961
LSUMZ,55994,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,M,25,Nov,1961
LSUMZ,55995,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,M,25,Nov,1961
LSUMZ,55996,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,M,26,Nov,1961
LSUMZ,55997,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,M,26,Nov,1961
LSUMZ,55998,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,F,26,Nov,1961
LSUMZ,55999,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,M,26,Nov,1961
LSUMZ,56000,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,F,26,Nov,1961
LSUMZ,56001,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,F,26,Nov,1961
LSUMZ,56002,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,F,27,Nov,1961
LSUMZ,56003,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,M,27,Nov,1961
LSUMZ,56004,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,M,27,Nov,1961
LSUMZ,56005,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,F,28,Nov,1961
LSUMZ,56006,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,M,29,Nov,1961
LSUMZ,56007,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,F,29,Nov,1961
LSUMZ,56008,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,F,1,Dec,1961
LSUMZ,56009,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,M,2,Dec,1961
LSUMZ,56010,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,M,3,Dec,1961
LSUMZ,56011,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,M,3,Dec,1961
LSUMZ,56012,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,F,5,Dec,1961
LSUMZ,56013,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,M,5,Dec,1961
LSUMZ,56014,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,M,6,Dec,1961
LSUMZ,56015,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,M,6,Dec,1961
LSUMZ,56016,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,M,6,Dec,1961
LSUMZ,56017,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,F,6,Dec,1961
LSUMZ,56018,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,F,7,Dec,1961
LSUMZ,56019,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,M,7,Dec,1961
LSUMZ,56020,Tyrannus,melancholicus,,,,,x,u,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,F,7,Dec,1961
LSUMZ,56021,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,F,7,Dec,1961
LSUMZ,56022,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,M,7,Dec,1961
LSUMZ,56023,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,M,7,Dec,1961
LSUMZ,56024,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,F,7,Dec,1961
LSUMZ,56025,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,M,7,Dec,1961
LSUMZ,56026,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,M,8,Dec,1961
LSUMZ,56027,Tyrannus,melancholicus,,,,,x,a,,0,,,,"San Luis del Palmar, Ea. Garabata",Corrientes Prov.,Argentina,F,8,Dec,1961
LSUMZ,29583,Tyrannus,melancholicus,,,,,x,a,1.64,3.28,,,,"Finca Fe, 1 mi. NW Jaral",Cortes Dept.,Honduras,F,20,Feb,1963
LSUMZ,31936,Tyrannus,melancholicus,,,,,,,,0,,,,"Finca Fe, 1 mi. NW Jaral",Cortes Dept.,Honduras,M,14,Dec,1962
LSUMZ,28828,Tyrannus,melancholicus,,,,,x,u,,0,,,,"Macauba, Ilho do Bauaual",Goias,Brazil,F,20,May,1962
LSUMZ,28829,Tyrannus,melancholicus,,,,,,,,0,,,,"Macauba, Ilho do Bauaual",Goias,Brazil,M,19,May,1962
LSUMZ,32344,Tyrannus,melancholicus,,,,,x,u,1.88,3.76,,,,"Puerto Lempira, sea level",Gracias a Dios Dept.,Honduras,F,8,Apr,1964
LSUMZ,32343,Tyrannus,melancholicus,,,,,x,a,1.35,2.7,,,,"Puerto Lempira, sea level",Gracias a Dios Dept.,Honduras,F,12,Apr,1964
LSUMZ,13427,Tyrannus,melancholicus,,,,,x,u,1.76,3.52,,,,"Acapulco, Laguna de Coyuca",Guerrero,Mexico,F,11,Apr,1942
LSUMZ,14296,Tyrannus,melancholicus,,,,,x,u,1.96,3.92,,,,Chilpancingo,Guerrero,Mexico,F,7,May,1947
LSUMZ,13426,Tyrannus,melancholicus,,,,,x,u,,0,,,,Laguna de Coyuca,Guerrero,Mexico,M,11,Apr,1942
LSUMZ,14297,Tyrannus,melancholicus,,,,,x,u,1.39,2.78,,,,Mazatlan,Guerrero,Mexico,F,1,May,1947
LSUMZ,62367,Tyrannus,melancholicus,,,,,x,u,1.5,3,,,,3 km SW Ambo,Huanuco Dept.,Peru,F,3,Jun,1967
LSUMZ,74246,Tyrannus,melancholicus,,,,,x,a,1.92,3.84,,,,Below Acomayo,Huanuco Dept.,Peru,F,28,Jul,1973
LSUMZ,74247,Tyrannus,melancholicus,,,,,x,j,1.24,2.48,,,,Below Acomayo,Huanuco Dept.,Peru,F,28,Jul,1973
LSUMZ,74245,Tyrannus,melancholicus,,,,,x,a,,0,,,,Below Acomayo,Huanuco Dept.,Peru,F,27,Jul,1973
