museum,number,Genus,species,mass,wing,bill,tarsus,photo,age,5bar,growth,latitude,longitude,Elevation,Locality string,country,state,Sex,Day,Month,Year
LSUMZ,15748,Cyclarhis,gujanensis,,,,,,a,1.13,2.26,22.480721,-99.437669,1030.30303,"Santa Barbarita, 8 mi. by hwy E",Mexico,San Luis Potosí,M,23,Apr,1950
LSUMZ,12177,Cyclarhis,gujanensis,,,,,,u,1.28,2.56,21.38681,-98.990088,666.6666667,Xilitla,Mexico,San Luis Potosí,F,25,Jan,1947
LSUMZ,12178,Cyclarhis,gujanensis,,,,,,u,1.24,2.48,21.38681,-98.990088,666.6666667,Xilitla,Mexico,San Luis Potosí,M,18,Jan,1947
LSUMZ,22698,Cyclarhis,gujanensis,,,,,,,,0,21.38681,-98.990088,0,"Xilitla Reg., 0.5 mi. S Xilitla",Mexico,San Luis Potosí,M,14,Feb,1946
LSUMZ,12179,Cyclarhis,gujanensis,,,,,,a,0.97,1.94,21.38681,-98.990088,0,"Xilitla, out skirts of village",Mexico,San Luis Potosí,M,27,Apr,1948
LSUMZ,24088,Cyclarhis,gujanensis,,,,,,a,1.13,2.26,18,-92.666667,0,11 mi. N Balancan,Mexico,Tabasco,M,11,May,1961
LSUMZ,24089,Cyclarhis,gujanensis,,,,,,u,1.16,2.32,18,-92.666667,0,Cantemo [c],Mexico,Tabasco,M,9,May,1955
LSUMZ,14672,Cyclarhis,gujanensis,,,,,,u,0.96,1.92,,,0,8 mi. S Progreso,Mexico,Yucatán,M,26,Apr,1948
LSUMZ,140358,Cyclarhis,gujanensis,,,,,,u,1.23,2.46,,,0,Chichen Izta,Mexico,Yucatán,F,18,Jan,1940
LSUMZ,140359,Cyclarhis,gujanensis,,,,,,u,1.23,2.46,,,0,Chichen Izta,Mexico,Yucatán,M,19,Apr,1940
LSUMZ,140105,Cyclarhis,gujanensis,,,,,,u,,0,-25.25,-57,0,Aregua,Paraguay,Cordillera ,M,7,Jun,1941
LSUMZ,140106,Cyclarhis,gujanensis,,,,,,u,,0,-25.25,-57,0,Aregua,Paraguay,Cordillera ,F,24,Nov,1941
LSUMZ,75314,Cyclarhis,gujanensis,,,,,,a,1.16,2.32,-5.637309,-78.531198,333.3333333,"Bagua, Hda. Valor",Peru,Amazonas ,F,15,Oct,1973
LSUMZ,117660,Cyclarhis,gujanensis,,,,,,u,0.76,1.52,-5.825752,-77.697087,7218,Ca 30 km by road E Florida on road to Rioja,Peru,Amazonas ,M,5,Dec,1983
LSUMZ,85323,Cyclarhis,gujanensis,,,,,,a,1,2,-6.379447,-78.83714,2530.30303,2 km SE Cutervo,Peru,Cajamarca ,M,5,Sep,1977
LSUMZ,64477,Cyclarhis,gujanensis,,,,,,u,1.09,2.18,-6.580299,-79,21943,28 km N Santa Cruz,Peru,Cajamarca ,M,26,Jul,1968
LSUMZ,85324,Cyclarhis,gujanensis,,,,,,u,1.15,2.3,-6.416666,-78.806051,2621.212121,"7 km N, 3 km E Chota",Peru,Cajamarca ,M,12,Sep,1977
LSUMZ,82184,Cyclarhis,gujanensis,,,,,,a,1.15,2.3,-5.105349,-78.913547,7218,Above San José de Lourdes E side ridge,Peru,Cajamarca ,M,24,Jul,1976
LSUMZ,82183,Cyclarhis,gujanensis,,,,,,u,,0,-5.105349,-78.913547,6398,Above San José de Lourdes E side ridge,Peru,Cajamarca ,M,15,Jul,1976
LSUMZ,83912,Cyclarhis,gujanensis,,,,,,,,0,-5.105349,-78.913547,6398,Above San José de Lourdes E side ridge,Peru,Cajamarca ,U,18,Jul,1976
LSUMZ,98013,Cyclarhis,gujanensis,,,,,,a,1.08,2.16,-6.920155,-79.138343,7382,"Batan, on Sapalache-Carmen trail",Peru,Cajamarca ,F,24,Jun,1980
LSUMZ,98014,Cyclarhis,gujanensis,,,,,,a,1.05,2.1,-6.920155,-79.138343,7382,"Batan, on Sapalache-Carmen trail",Peru,Cajamarca ,M,24,Jun,1980
LSUMZ,170143,Cyclarhis,gujanensis,,,,,,a,1.41,2.82,-5.0803,-78.90313,1800,Ca. 3 km NNE San José de Lourdes,Peru,Cajamarca ,M,17,Aug,1998
LSUMZ,82186,Cyclarhis,gujanensis,,,,,,a,1.38,2.76,-6.385313,-78.990516,2636.363636,"Colmena, ca. 20 (rd.) km NE Llama",Peru,Cajamarca ,F,7,Sep,1976
LSUMZ,80791,Cyclarhis,gujanensis,,,,,,a,1.32,2.64,-6.873138,-78.086171,2000,Hda. Limón on rd. from Celendin to Balsas,Peru,Cajamarca ,M,6,Aug,1975
LSUMZ,80789,Cyclarhis,gujanensis,,,,,,j,,0,-6.873138,-78.086171,2000,Hda. Limón on rd. from Celendin to Balsas,Peru,Cajamarca ,M,5,Aug,1975
LSUMZ,80790,Cyclarhis,gujanensis,,,,,,a,,0,-6.873138,-78.086171,2000,Hda. Limón on rd. from Celendin to Balsas,Peru,Cajamarca ,F,5,Aug,1975
LSUMZ,80788,Cyclarhis,gujanensis,,,,,,a,1.27,2.54,-6.873138,-78.086171,2000,Hda. Limón on rd. from Celendin to Balsas,Peru,Cajamarca ,F,3,Aug,1975
LSUMZ,170491,Cyclarhis,gujanensis,,,,,,,,0,-6.186544,-79.029706,450,"Las Juntas, junction rios Tabacona and Chinchipe",Peru,Cajamarca ,F,14,Aug,1998
LSUMZ,98012,Cyclarhis,gujanensis,,,,,,a,,0,,,6726,"Machete, on Sapalache-Carmen trail",Peru,Cajamarca ,M,20,Jun,1980
LSUMZ,89319,Cyclarhis,gujanensis,,,,,,u,1.2,2.4,-5.037797,-79.342222,1666.666667,"Playon, ca. 2 km S Carmen on Rio Samaniego",Peru,Cajamarca ,F,4,Jul,1978
LSUMZ,170140,Cyclarhis,gujanensis,,,,,,j,1.5,3,-5.686933,-79.249629,2450,"Quebrada Lanchal, ca. 8 km ESE Sallique",Peru,Cajamarca ,M,14,Jul,1998
LSUMZ,170138,Cyclarhis,gujanensis,,,,,,j,1.44,2.88,-5.686933,-79.249629,2900,"Quebrada Lanchal, ca. 8 km ESE Sallique",Peru,Cajamarca ,M,9,Jul,1998
LSUMZ,170142,Cyclarhis,gujanensis,,,,,,j,1.21,2.42,-5.686933,-79.249629,2800,"Quebrada Lanchal, ca. 8 km ESE Sallique",Peru,Cajamarca ,F,22,Jul,1998
LSUMZ,170141,Cyclarhis,gujanensis,,,,,,j,1.18,2.36,-5.686933,-79.249629,2450,"Quebrada Lanchal, ca. 8 km ESE Sallique",Peru,Cajamarca ,F,16,Jul,1998
LSUMZ,170137,Cyclarhis,gujanensis,,,,,,u,,0,-5.686933,-79.249629,2900,"Quebrada Lanchal, ca. 8 km ESE Sallique",Peru,Cajamarca ,F,27,Jun,1998
LSUMZ,170139,Cyclarhis,gujanensis,,,,,,u,,0,-5.686933,-79.249629,2450,"Quebrada Lanchal, ca. 8 km ESE Sallique",Peru,Cajamarca ,F,14,Jul,1998
LSUMZ,74458,Cyclarhis,gujanensis,,,,,,a,1.29,2.58,-9.80105,-76.07194,2522.727273,Base of Zapatagocha above Acomayo,Peru,Huánuco,F,7,Jun,1973
LSUMZ,74459,Cyclarhis,gujanensis,,,,,,a,1.16,2.32,-9.80105,-76.07194,2636.363636,Base of Zapatagocha above Acomayo,Peru,Huánuco,F,8,Jun,1973
LSUMZ,74457,Cyclarhis,gujanensis,,,,,,a,1.15,2.3,-9.80105,-76.07194,2530.30303,Base of Zapatagocha above Acomayo,Peru,Huánuco,F,2,Jul,1973
LSUMZ,74456,Cyclarhis,gujanensis,,,,,,a,0.93,1.86,-9.80105,-76.07194,2530.30303,Base of Zapatagocha above Acomayo,Peru,Huánuco,M,6,Jun,1973
LSUMZ,74460,Cyclarhis,gujanensis,,,,,,j,,0,,,2303.030303,Below Bosque Zapatagocha above Acomayo,Peru,Huánuco,M,28,Jun,1973
LSUMZ,80786,Cyclarhis,gujanensis,,,,,,,,0,,,0,Bosque Zapatogocha,Peru,Huánuco,F,18,Jun,1975
LSUMZ,63225,Cyclarhis,gujanensis,,,,,,,,0,,,0,"Tea Gardens, SA Cordillera Azul",Peru,Huánuco ,M,19,Aug,1967
LSUMZ,80787,Cyclarhis,gujanensis,,,,,,a,,0,,,2121.212121,Trail to Hda. Paty NE Carpish Pass,Peru,Huánuco ,F,26,Jun,1975
LSUMZ,93801,Cyclarhis,gujanensis,,,,,,a,1.28,2.56,-8.216667,-77.133333,8613,"Cumpang, above Utcubamba, on trail to Ongón",Peru,La Libertad ,M,10,Oct,1979
LSUMZ,93800,Cyclarhis,gujanensis,,,,,,a,1.25,2.5,-8.216667,-77.133333,8038,"Cumpang, above Utcubamba, on trail to Ongón",Peru,La Libertad ,M,9,Oct,1979
LSUMZ,93802,Cyclarhis,gujanensis,,,,,,a,1.25,2.5,-8.216667,-77.133333,8613,"Cumpang, above Utcubamba, on trail to Ongón",Peru,La Libertad ,M,15,Oct,1979
LSUMZ,86013,Cyclarhis,gujanensis,,,,,,,,0,-12.6,-70.083333,159.0909091,"Pampas de Heath, ca. 50 river km S Puerto Pardo",Peru,Madre de Dios ,U,8,Jul,1977
LSUMZ,85322,Cyclarhis,gujanensis,,,,,,a,1.15,2.3,-12.6,-70.083333,0,"Pampas de Heath, on R’«o Heath, ca. 50 km S Puerto Pardo",Peru,Madre de Dios ,F,27,Jun,1977
LSUMZ,79008,Cyclarhis,gujanensis,,,,,,a,1.25,2.5,-9.45,-78.366667,1727.272727,15 rd. km E Canchaque,Peru,Piura ,M,5,Dec,1974
LSUMZ,79007,Cyclarhis,gujanensis,,,,,,a,1.11,2.22,-9.45,-78.366667,0,15 rd. km E Canchaque,Peru,Piura ,F,4,Dec,1974
LSUMZ,79004,Cyclarhis,gujanensis,,,,,,a,1.09,2.18,-5.5,-79.583333,2878.787879,33 rd. km SW Huancabamba,Peru,Piura ,F,28,Nov,1974
LSUMZ,79005,Cyclarhis,gujanensis,,,,,,,,0,-5.5,-79.583333,2424.242424,33 rd. km SW Huancabamba,Peru,Piura ,F,29,Nov,1974
LSUMZ,86129,Cyclarhis,gujanensis,,,,,,a,,0,-5.043901,-80.128309,0,"46 km (rd.) SW Ayabaca, on Rio Quiroz",Peru,Piura ,F,31,Oct,1977
LSUMZ,86676,Cyclarhis,gujanensis,,,,,,,,0,-5.043901,-80.128309,681.8181818,46 Rd. km SW Ayabaca on R’«o Quir’•z,Peru,Piura ,F,29,Oct,1977
LSUMZ,86677,Cyclarhis,gujanensis,,,,,,,,0,-5.043901,-80.128309,681.8181818,46 Rd. km SW Ayabaca on R’«o Quir’•z,Peru,Piura ,U,31,Oct,1977
LSUMZ,80793,Cyclarhis,gujanensis,,,,,,a,1.31,2.62,-5.374366,-79.604519,1515.151515,Above Canchaque on rd. to Huancabamba,Peru,Piura ,M,24,Aug,1975
LSUMZ,80792,Cyclarhis,gujanensis,,,,,,,,0,-5.374366,-79.604519,1515.151515,Above Canchaque on rd. to Huancabamba,Peru,Piura ,M,24,Aug,1975
LSUMZ,79006,Cyclarhis,gujanensis,,,,,,a,1.27,2.54,-5.374366,-79.604519,1727.272727,Ca. 15 rd. km E Canchaque on Huancabamba Rd.,Peru,Piura ,F,4,Dec,1974
LSUMZ,97563,Cyclarhis,gujanensis,,,,,,,,0,-5.9368,-79.561463,1272.727273,Km 34 on Olmos-Bagua Chica Hwy,Peru,Piura ,U,4,Jun,1980
LSUMZ,98011,Cyclarhis,gujanensis,,,,,,a,1.2,2.4,-5.9368,-79.561463,1272.727273,Km 34 on Olmos-Bagua Chica Hwy,Peru,Piura ,F,4,Jun,1980
LSUMZ,98010,Cyclarhis,gujanensis,,,,,,,,0,-5.9368,-79.561463,1272.727273,Km 34 on Olmos-Bagua Chica Hwy,Peru,Piura ,M,3,Jun,1980
LSUMZ,82185,Cyclarhis,gujanensis,,,,,,a,1.15,2.3,-5.67,-77.676502,1878.787879,10 km by rd. below (NE) Abra Patricia on rd. to Rioja,Peru,San Martín ,M,28,Aug,1976
LSUMZ,174164,Cyclarhis,gujanensis,,,,,,u,1.36,2.72,-6.675385,-76.418826,1700,Ca. 24 km ENE Florida,Peru,San Martín ,F,28,Jul,2002
LSUMZ,93799,Cyclarhis,gujanensis,,,,,,u,1.45,2.9,-4.753357,-81.196131,1312,"Quebrada Faical, E El Caucho, 24 Km SE Pampa de Hospital",Peru,Tumbes ,M,1,Jul,1979
LSUMZ,93798,Cyclarhis,gujanensis,,,,,,j,1.25,2.5,-4.753357,-81.196131,1312,"Quebrada Faical, E El Caucho, 24 Km SE Pampa de Hospital",Peru,Tumbes ,F,20,Jun,1979
LSUMZ,64476,Cyclarhis,gujanensis,,,,,,a,1.21,2.42,-10.093603,-71.18464,984,"Río Curanja, Balta",Peru,Ucayali ,M,26,Jul,1968
LSUMZ,52349,Cyclarhis,gujanensis,,,,,,,,0,-10.093603,-71.18464,0,"Río Curanja, Balta",Peru,Ucayali ,M,24,Jul,1966
LSUMZ,31423,Cyclarhis,gujanensis,,,,,,a,1.01,2.02,-10.093603,-71.18464,0,"Río Curanja, Balta",Peru,Ucayali ,F,28,Jun,1963
LSUMZ,140489,Cyclarhis,gujanensis,,,,,,u,1.37,2.74,,,0,8 mi. S Sangre Grande,Trinidad and Tobago,St. Andrew County,M,6,May,1963
LSUMZ,27284,Cyclarhis,gujanensis,,,,,,,1.37,2.74,,,,,,,,,,
LSUMZ,178759,Eremobius,phoenicurus,,,,,X,,1.62,3.24,,,,,,,,,,
LSUMZ,178758,Eremobius,phoenicurus,,,,,X,,1.55,3.1,,,,,,,,,,
LSUMZ,53296,Eremobius,phoenicurus,,,,,X,,1.5,3,,,,,,,,,,
LSUMZ,73261,Eremobius,phoenicurus,,,,,X,,1.39,2.78,,,,,,,,,,
LSUMZ,69969,Eremobius,phoenicurus,,,,,X,,1.34,2.68,,,,,,,,,,
LSUMZ,37598,Eremobius,phoenicurus,,,,,X,,0.98,1.96,,,,,,,,,,
LSUMZ,73230,Eremobius,phoenicurus,,,,,X,,,0,,,,,,,,,,
LSUMZ,73259,Eremobius,phoenicurus,,,,,X,,,0,,,,,,,,,,
LSUMZ,51902,Furnarius,leucopus,,,,,X,,1.51,3.02,-10.7,-71.9,375,,,,,,,
LSUMZ,69421,Furnarius,leucopus,,,,,X,,1.29,2.58,-10.7,-71.9,375,,,,,,,
LSUMZ,51903,Furnarius,leucopus,,,,,X,,1.21,2.42,-10.7,-71.9,375,,,,,,,
LSUMZ,64124,Furnarius,leucopus,,,,,X,,1.16,2.32,-10.7,-71.9,375,,,,,,,
LSUMZ,51901,Furnarius,leucopus,,,,,X,,1.15,2.3,-10.7,-71.9,375,,,,,,,
LSUMZ,31352,Furnarius,leucopus,,,,,X,,1.15,2.3,-10.7,-71.9,375,,,,,,,
LSUMZ,34153,Furnarius,leucopus,,,,,X,,1.14,2.28,-10.7,-71.9,375,,,,,,,
LSUMZ,64125,Furnarius,leucopus,,,,,X,,1.1,2.2,-10.7,-71.9,375,,,,,,,
LSUMZ,27721,Furnarius,leucopus,,,,,X,,1.18,2.36,-8.31,-74.6,143,,,,,,,
LSUMZ,51908,Furnarius,leucopus,,,,,X,,1.15,2.3,-8.31,-74.6,143,,,,,,,
LSUMZ,28378,Furnarius,leucopus,,,,,X,,,0,-8.31,-74.6,143,,,,,,,
LSUMZ,51907,Furnarius,leucopus,,,,,X,,,0,-8.31,-74.6,143,,,,,,,
LSUMZ,34152,Furnarius,leucopus,,,,,X,,,0,-8.31,-74.6,143,,,,,,,
LSUMZ,62257,Furnarius,leucopus,,,,,X,,,0,-8.31,-74.6,143,,,,,,,
LSUMZ,156412,Furnarius,leucopus,,,,,X,,,0,-8.21,-73.95,214,,,,,,,
LSUMZ,156411,Furnarius,leucopus,,,,,X,,,0,-8.21,-73.95,214,,,,,,,
LSUMZ,170830,Furnarius,leucopus,,,,,X,,1.32,2.64,-7.68,-76.15,804,,,,,,,
LSUMZ,170828,Furnarius,leucopus,,,,,X,,1.11,2.22,-7.68,-76.15,804,,,,,,,
LSUMZ,64112,Furnarius,leucopus,,,,,X,,,0,-6.55,-79.22,561,,,,,,,
LSUMZ,64123,Furnarius,leucopus,,,,,X,,,0,-6.51,-79.19,763,,,,,,,
LSUMZ,72366,Furnarius,leucopus,,,,,X,,1.19,2.38,-6.07,-76.91,821,,,,,,,
LSUMZ,80420,Furnarius,leucopus,,,,,X,,,0,-5.98,-79.19,1027,,,,,,,
LSUMZ,113809,Furnarius,leucopus,,,,,X,,,0,-5.94,-79.63,426,,,,,,,
LSUMZ,100673,Furnarius,leucopus,,,,,X,,1.47,2.94,-5.9,-79.78,131,,,,,,,
LSUMZ,113810,Furnarius,leucopus,,,,,X,,1.28,2.56,-5.9,-79.78,131,,,,,,,
LSUMZ,113812,Furnarius,leucopus,,,,,X,,1.28,2.56,-5.9,-79.78,131,,,,,,,
LSUMZ,100674,Furnarius,leucopus,,,,,X,,1.24,2.48,-5.9,-79.78,131,,,,,,,
LSUMZ,100672,Furnarius,leucopus,,,,,X,,1.16,2.32,-5.9,-79.78,131,,,,,,,
LSUMZ,113813,Furnarius,leucopus,,,,,X,,1.11,2.22,-5.9,-79.78,131,,,,,,,
LSUMZ,113814,Furnarius,leucopus,,,,,X,,,0,-5.9,-79.78,131,,,,,,,
LSUMZ,113811,Furnarius,leucopus,,,,,X,,,0,-5.9,-79.78,131,,,,,,,
LSUMZ,87735,Furnarius,leucopus,,,,,X,,1.16,2.32,-5.9,-79.75,154,,,,,,,
LSUMZ,80421,Furnarius,leucopus,,,,,X,,1.04,2.08,-5.63,-79.63,918,,,,,,,
LSUMZ,87736,Furnarius,leucopus,,,,,X,,1,2,-4.45,-78.16,239,,,,,,,
LSUMZ,72367,Furnarius,leucopus,,,,,X,,1.39,2.78,-4,-81,100,,,,,,,
LSUMZ,72369,Furnarius,leucopus,,,,,X,,1.21,2.42,-4,-81,100,,,,,,,
LSUMZ,72368,Furnarius,leucopus,,,,,X,,,0,-4,-81,100,,,,,,,
LSUMZ,75201,Furnarius,leucopus,,,,,X,,0.91,1.82,-3.79,-80.5,155,,,,,,,
LSUMZ,92146,Furnarius,leucopus,,,,,X,,1.21,2.42,-3.79,-80.31,245,,,,,,,
LSUMZ,99066,Furnarius,leucopus,,,,,X,,1.24,2.48,-3.72,-77.7,195,,,,,,,
LSUMZ,99067,Furnarius,leucopus,,,,,X,,,0,-3.72,-77.7,195,,,,,,,
LSUMZ,78274,Furnarius,leucopus,,,,,X,,1.34,2.68,-3.51,-80.31,17,,,,,,,
LSUMZ,78273,Furnarius,leucopus,,,,,X,,,0,-3.51,-80.31,17,,,,,,,
LSUMZ,78275,Furnarius,leucopus,,,,,X,,,0,-3.51,-80.31,17,,,,,,,
LSUMZ,116425,Furnarius,leucopus,,,,,X,,1.1,2.2,-3.45,-72.86,84,,,,,,,
LSUMZ,77587,Furnarius,leucopus,,,,,X,,0.97,1.94,-1.55,-79.53,15,,,,,,,
LSUMZ,183077,Furnarius,leucopus,,,,,X,,1.45,2.9,,,,,,,,,,
LSUMZ,183078,Furnarius,leucopus,,,,,X,,1.29,2.58,,,,,,,,,,
LSUMZ,183079,Furnarius,leucopus,,,,,X,,1.28,2.56,,,,,,,,,,
LSUMZ,183076,Furnarius,leucopus,,,,,X,,0.75,1.5,,,,,,,,,,
LSUMZ,183080,Furnarius,leucopus,,,,,X,,,1.24,,,,,,,,,,
LSUMZ,183073,Furnarius,leucopus,,,,,X,,,0,,,,,,,,,,
LSUMZ,183074,Furnarius,leucopus,,,,,X,,,0,,,,,,,,,,
LSUMZ,183075,Furnarius,leucopus,,,,,X,,,0,,,,,,,,,,
LSUMZ,183081,Furnarius,leucopus,,,,,X,,,0,,,,,,,,,,
LSUMZ,183082,Furnarius,leucopus,,,,,X,,,0,,,,,,,,,,
LSUMZ,80419,Furnarius,leucopus,,,,,X,,,0,,,,,,,,,,
LSUMZ,69422,Furnarius,leucopus,,,,,X,,,0,,,,,,,,,,
LSUMZ,69423,Furnarius,leucopus,,,,,X,,,0,,,,,,,,,,
LSUMZ,51904,Furnarius,leucopus,,,,,X,,,0,,,,,,,,,,
LSUMZ,51906,Furnarius,leucopus,,,,,X,,,0,,,,,,,,,,
LSUMZ,51905,Furnarius,leucopus,,,,,X,,,0,,,,,,,,,,
LSUMZ,54505,Furnarius,rufus,,105,16.52,32.88,X,,1.69,3.38,-28.84,-56.48,72,,,,,,,
LSUMZ,54503,Furnarius,rufus,,101,17.11,36.44,X,,1.66,3.32,-28.84,-56.48,72,,,,,,,
LSUMZ,54500,Furnarius,rufus,,100,17.08,35.92,X,,1.55,3.1,-28.84,-56.48,72,,,,,,,
LSUMZ,54502,Furnarius,rufus,,96,14.16,32.72,X,,1.51,3.02,-28.84,-56.48,72,,,,,,,
LSUMZ,54501,Furnarius,rufus,,101,17.07,33.25,X,,1.42,2.84,-28.84,-56.48,72,,,,,,,
LSUMZ,54504,Furnarius,rufus,,99,16.41,33.28,X,,1.29,2.58,-28.84,-56.48,72,,,,,,,
LSUMZ,54477,Furnarius,rufus,,98,16.51,31.31,X,,1.64,3.28,-28.11,-55.57,104,,,,,,,
LSUMZ,54478,Furnarius,rufus,,92,15.09,29.61,X,,1.58,3.16,-28.11,-55.57,104,,,,,,,
LSUMZ,54476,Furnarius,rufus,,99,17.94,32.63,X,,1.55,3.1,-28.11,-55.57,104,,,,,,,
LSUMZ,54479,Furnarius,rufus,,100,16.68,31.95,X,,1.53,3.06,-28.11,-55.57,104,,,,,,,
LSUMZ,54474,Furnarius,rufus,,101,17.41,34.14,X,,1.52,3.04,-28.11,-55.57,104,,,,,,,
LSUMZ,54484,Furnarius,rufus,,97,15.99,30.95,X,,1.41,2.82,-28.11,-55.57,104,,,,,,,
LSUMZ,54480,Furnarius,rufus,,88,16.67,31.85,X,,1.4,2.8,-28.11,-55.57,104,,,,,,,
LSUMZ,54487,Furnarius,rufus,,96,17.45,32.91,X,,1.4,2.8,-28.11,-55.57,104,,,,,,,
LSUMZ,54486,Furnarius,rufus,,98,16.47,34.55,X,,1.35,2.7,-28.11,-55.57,104,,,,,,,
LSUMZ,54483,Furnarius,rufus,,96,15.65,30.68,X,,1.32,2.64,-28.11,-55.57,104,,,,,,,
LSUMZ,54485,Furnarius,rufus,,90,16.81,32.06,X,,1.05,2.1,-28.11,-55.57,104,,,,,,,
LSUMZ,54506,Furnarius,rufus,,98,16.35,32.99,X,,1.58,3.16,-27.71,-55.92,139,,,,,,,
LSUMZ,54489,Furnarius,rufus,,90,17.29,28.64,X,,1.6,3.2,-27.51,-58.56,64,,,,,,,
LSUMZ,54496,Furnarius,rufus,,99,13.28,33.02,X,,1.55,3.1,-27.51,-58.56,64,,,,,,,
LSUMZ,54497,Furnarius,rufus,,91,14.72,31.8,X,,1.52,3.04,-27.51,-58.56,64,,,,,,,
LSUMZ,54491,Furnarius,rufus,,93,16.53,32.93,X,,1.48,2.96,-27.51,-58.56,64,,,,,,,
LSUMZ,54490,Furnarius,rufus,,95,14.67,30.39,X,,1.39,2.78,-27.51,-58.56,64,,,,,,,
LSUMZ,54492,Furnarius,rufus,,96,13.12,33.41,X,,1.25,2.5,-27.51,-58.56,64,,,,,,,
LSUMZ,54495,Furnarius,rufus,,89,14.85,32.12,X,,1.24,2.48,-27.51,-58.56,64,,,,,,,
LSUMZ,63348,Furnarius,rufus,,88,15.2,30.73,X,,1.49,2.98,-23.57,-48.02,676,,,,,,,
LSUMZ,52992,Furnarius,rufus,,87,15.05,32.12,X,,1.36,2.72,-23.57,-48.02,676,,,,,,,
LSUMZ,52991,Furnarius,rufus,,88,13.9,29.65,X,,1.27,2.54,-23.57,-48.02,676,,,,,,,
LSUMZ,62947,Furnarius,rufus,,86,12.95,31.42,X,,,0,-23.57,-48.02,676,,,,,,,
LSUMZ,63347,Furnarius,rufus,,90,15.06,31.15,X,,,0,-23.53,45.85,815,,,,,,,
LSUMZ,153723,Furnarius,rufus,41.5,92,14.48,30.63,X,,1.66,3.32,-20.2,-62.06,376,,,,,,,
LSUMZ,123960,Furnarius,rufus,41,93,14.58,30.17,X,,1.94,3.88,-19.41,-63.46,973,,,,,,,
LSUMZ,123959,Furnarius,rufus,40,90,15.25,28.51,X,,1.75,3.5,-19.41,-63.46,973,,,,,,,
LSUMZ,123958,Furnarius,rufus,44.1,90,14.05,30.2,X,,1.7,3.4,-19.41,-63.46,973,,,,,,,
LSUMZ,123961,Furnarius,rufus,35.6,89,14.72,28.7,X,,1.4,2.8,-19.41,-63.46,973,,,,,,,
LSUMZ,171246,Furnarius,rufus,,89,15.38,29.62,X,,1.59,3.18,-18.02,-64.44,1593,,,,,,,
LSUMZ,123952,Furnarius,rufus,42.8,92,16.36,32.52,X,,1.63,3.26,-18,-64.47,1645,,,,,,,
LSUMZ,123955,Furnarius,rufus,43,94,14.6,31.39,X,,1.38,2.76,-18,-64.47,1645,,,,,,,
LSUMZ,123953,Furnarius,rufus,43.2,89,13.41,31.06,X,,1.35,2.7,-18,-64.45,1645,,,,,,,
LSUMZ,36009,Furnarius,rufus,,98,15.66,31.63,X,,1.56,3.12,-17.98,-63.36,515,,,,,,,
LSUMZ,37602,Furnarius,rufus,,96,14.93,33.02,X,,0.88,1.76,-17.58,-65.77,2750,,,,,,,
LSUMZ,36007,Furnarius,rufus,,96,16.14,32.33,X,,1.41,2.82,-17.39,-66.16,2581,,,,,,,
LSUMZ,36004,Furnarius,rufus,,94,15.53,31.77,X,,1.31,2.62,-17.39,-66.16,2581,,,,,,,
LSUMZ,123956,Furnarius,rufus,50,90,16.05,30.58,X,,1.74,3.48,-17.33,-63.33,289,,,,,,,
LSUMZ,123962,Furnarius,rufus,49,94,14.8,29.91,X,,1.34,2.68,-16.48,-62.48,261,,,,,,,
LSUMZ,28822,Furnarius,rufus,,91,14.31,32.5,X,,,0,,,,,,,,,,
LSUMZ,36005,Furnarius,rufus,,100,15.18,31.4,X,,,0,,,,,,,,,,
LSUMZ,36002,Furnarius,rufus,,98,16.49,31.49,X,,,0,,,,,,,,,,
LSUMZ,36008,Furnarius,rufus,,99,13.39,31.61,X,,,0,,,,,,,,,,
LSUMZ,36006,Furnarius,rufus,,93,15.69,33.67,X,,,0,,,,,,,,,,
LSUMZ,36003,Furnarius,rufus,,96,15.82,31.89,X,,,0,,,,,,,,,,
LSUMZ,123951,Furnarius,rufus,44,91,10.72,30.71,no tail,,,0,,,,,,,,,,
LSUMZ,37603,Furnarius,rufus,,95,16.11,31.48,X,,,0,,,,,,,,,,
LSUMZ,37604,Furnarius,rufus,,86,11.22,30.22,X,,,0,,,,,,,,,,
LSUMZ,123957,Furnarius,rufus,41.7,86,13.38,29.36,X,,,0,,,,,,,,,,
LSUMZ,54475,Furnarius,rufus,,98,16.58,33.04,X,,,0,,,,,,,,,,
LSUMZ,54488,Furnarius,rufus,,86,11.39,27.81,X,,,0,,,,,,,,,,
LSUMZ,54493,Furnarius,rufus,,96,14.47,32.73,X,,,0,,,,,,,,,,
LSUMZ,54498,Furnarius,rufus,,96,16.02,33.13,X,,,0,,,,,,,,,,
LSUMZ,54499,Furnarius,rufus,,96,15.46,33.15,X,,,0,,,,,,,,,,
LSUMZ,54507,Furnarius,rufus,,91,16.33,31.5,X,,,0,,,,,,,,,,
UF,46446,Galbula,ruficauda,,,,,,,1.16,2.32,,,,,,,,,,
UF,46019,Galbula,ruficauda,,,,,,,1.16,2.32,,,,,,,,,,
UF,45895,Galbula,ruficauda,,,,,,,1.09,2.18,,,,,,,,,,
UF,33290,Galbula,ruficauda,,,,,,,1.06,2.12,,,,,,,,,,
UF,42639,Galbula,ruficauda,,,,,,,1.05,2.1,,,,,,,,,,
UF,42602,Galbula,ruficauda,,,,,,,0.97,1.94,,,,,,,,,,
LSUMZ,80411,Geositta,crassirostris crassirostris,,,,,X,,1.35,2.7,,,,,,,,,,
